_id,donation_a_pets,donation_b_art,donation_c_education,donation_d_environment,donation_e_health,donation_f_human,donation_g_international,donation_h_faith,donation_i_veteran,time,userId
5e62bf3aef25df51135385a6,0,0,12,0,12,11,0,0,0,23:06.2,5e62bc5def25df51135385a3
5e62c70def25df51135385af,0,0,0,5,0,0,0,0,0,56:29.8,5e62c4156ffda4487364f751
5e62cde36ffda4487364f75a,10,0,0,0,0,0,0,5,5,25:39.2,5e62c99c6ffda4487364f757
5e62cf4b6ffda4487364f75c,0,0,0,0,0,0,0,0,0,31:39.6,5e62ceb06ffda4487364f75b
5e62d1ba6ffda4487364f75f,0,0,0,5,5,5,0,0,0,42:02.1,5e62cfd5ef25df51135385b9
5e62d7fdef25df51135385bf,2,0,0,0,5,5,0,0,5,08:45.6,5e62d3746ffda4487364f760
5e636716ab9c7a51ed5b57e6,3,1,10,15,2,2,0,0,2,19:18.7,5e6363eaab9c7a51ed5b57e2
5e63ffdbb7375d865ecb6e5f,0,0,0,0,0,0,0,0,0,11:07.8,5e63fde404f53cb40efd2cdb
5e6411a9789957f84988d134,0,0,0,10,10,5,0,0,10,27:05.8,5e641008789957f84988d12b
5e6411fa789957f84988d13c,0,0,0,0,0,0,0,0,0,28:26.6,5e640f66ae7e33fbc93cdd0b
5e6412cb789957f84988d140,0,0,0,0,0,0,0,0,0,31:55.9,5e641122789957f84988d131
5e641352789957f84988d141,0,0,0,0,0,5,5,0,0,34:10.4,5e640f2eae7e33fbc93cdd09
5e641593789957f84988d144,0,0,0,0,0,0,0,0,0,43:47.2,5e641507ae7e33fbc93cdd19
5e641842789957f84988d149,10,0,0,10,10,0,0,0,5,55:14.3,5e64113fae7e33fbc93cdd10
5e641875ae7e33fbc93cdd22,0,0,0,0,0,0,0,0,0,56:05.3,5e64160e789957f84988d146
5e6425c4227b657a749950e4,4,0,0,4,0,4,0,0,0,52:53.0,5e64217364a3fd81b68688f3
5e642cf764a3fd81b68688f9,0,0,0,0,0,15,0,0,10,23:35.6,5e642789227b657a749950e5
5e647a7bbec095b4abe6d64b,0,0,0,0,0,0,0,0,15,54:19.9,5e6478e6f5e822730e8d725e
5e648f4c23530f5bd5b24199,0,0,2,0,0,2,0,0,0,23:08.1,5e6488ec23530f5bd5b24194
5e64b313a178bbb7c3b63322,5,0,0,0,0,5,0,0,0,55:47.2,5e64adba54fc700d6d481f58
5e64b594a178bbb7c3b63325,0,0,0,0,0,0,0,0,0,06:28.5,5e64b02354fc700d6d481f59
5e64e095f1e90e2fed0f2376,0,0,0,10,0,0,0,0,0,09:57.0,5e64db6e8fa94cf0fc4d2da8
5e64f3389472cb582b7b95c7,0,0,0,0,3,5,0,0,27,29:28.8,5e64eeea15730e913ec09a2f
5e64f6c415730e913ec09a3a,0,0,0,0,0,0,0,0,0,44:36.4,5e64f5799472cb582b7b95ca
5e64faaf9472cb582b7b95d1,0,0,0,5,0,0,0,0,0,01:19.0,5e64f7239472cb582b7b95cd
5e65058f9472cb582b7b95d7,0,0,0,5,0,5,0,0,0,47:43.5,5e6501599472cb582b7b95d2
5e650a1d9472cb582b7b95da,5,5,0,0,5,5,5,5,5,07:09.2,5e65081715730e913ec09a43
5e650fb59472cb582b7b95de,5,0,5,5,5,5,5,0,5,31:01.6,5e650f1015730e913ec09a47
5e6524ddb07dd22d67cbf0ec,25,0,0,0,0,0,0,0,0,01:17.8,5e6520fbb07dd22d67cbf0e7
5e652ad75e86b96e9cad592c,0,0,0,0,0,0,0,0,0,26:47.9,5e6526795e86b96e9cad5926
5e65363c5e86b96e9cad5933,0,0,10,0,20,5,0,0,0,15:24.8,5e65325e5e86b96e9cad5930
5e653b59b07dd22d67cbf0fa,0,0,0,0,0,0,0,0,0,37:13.1,5e653707b07dd22d67cbf0f5
5e65486297615b6f9eb23709,0,0,0,0,0,0,0,0,0,32:50.2,5e65458097615b6f9eb23702
5e6566a6d7a1ad88f0ff1987,0,0,0,35,0,0,0,0,0,41:58.9,5e65639b582f43ea63a7c621
5e6569b4d7a1ad88f0ff198c,0,0,0,0,0,0,0,0,0,55:00.9,5e6568ea582f43ea63a7c624
5e656ec6d7a1ad88f0ff198f,0,0,0,0,0,0,0,0,0,16:38.5,5e656d9ed7a1ad88f0ff198d
5e657855d7a1ad88f0ff1997,0,0,2,2,2,3,2,0,3,57:26.0,5e65743dd7a1ad88f0ff1990
5e65850b589199f402cad4d5,0,0,7,0,0,0,0,0,3,51:39.1,5e658402fe502a94cd3068ab
5e65879efe502a94cd3068b2,0,0,0,0,0,0,0,0,0,02:38.6,5e658375fe502a94cd3068aa
5e658d29589199f402cad4dd,5,0,0,0,0,0,0,0,0,26:17.1,5e6588e6fe502a94cd3068b4
5e659555589199f402cad4e2,0,0,0,20,10,5,0,0,0,01:09.5,5e658f89589199f402cad4de
5e65b026c7e3ac57bd77be9d,0,0,0,0,0,0,0,0,0,55:35.0,5e65ad384bf44833d0d2d9da
5e65bb344bf44833d0d2d9e2,10,0,0,0,0,0,0,0,0,42:44.5,5e65b7944bf44833d0d2d9df
5e661e1d6bfc85c26cd5cdbd,0,0,0,0,0,0,0,0,0,44:45.4,5e661b7d161ce7a7758cdadb
5e66401a4e03dda6b1aa3652,1,0,0,1,0,0,0,0,0,09:46.3,5e663c7f4e03dda6b1aa364d
5e66468c4e03dda6b1aa365a,0,0,0,0,0,0,0,0,0,37:16.7,5e6643734e03dda6b1aa3654
5e664ce04e03dda6b1aa365f,3,1,0,5,2,1,1,0,0,04:16.9,5e664bf44e03dda6b1aa365b
5e664f7eeaa71621a7de999b,1,0,0,0,0,0,0,0,0,15:26.3,5e664d6c4e03dda6b1aa3660
5e6650374e03dda6b1aa3666,0,0,0,0,0,0,0,0,0,18:31.7,5e664d92eaa71621a7de9996
5e665121eaa71621a7de99a2,0,0,0,0,0,0,0,0,0,22:25.2,5e6650464e03dda6b1aa3667
5e66573f4e03dda6b1aa3672,5,0,0,5,0,0,0,0,0,48:32.0,5e6656b2eaa71621a7de99a8
5e665821eaa71621a7de99ab,0,0,0,0,0,0,0,0,0,52:17.2,5e66536aeaa71621a7de99a5
5e66582a4e03dda6b1aa3676,0,0,2,2,0,0,0,0,0,52:26.6,5e665300eaa71621a7de99a4
5e665c40eaa71621a7de99af,1,0,2,2,1,3,2,0,0,09:52.6,5e665babeaa71621a7de99ad
5e666b5b675e2c44e37e78a5,10,0,0,15,0,0,0,0,0,14:19.6,5e666936675e2c44e37e78a2
5e668120c1f03bc722af84bd,5,0,0,0,0,5,0,5,0,47:12.8,5e667dd0c1f03bc722af84bb
5e66967a64d96d0f05e1fee5,0,0,0,5,5,5,5,0,0,18:18.5,5e66931f64d96d0f05e1fee1
5e66c2e5f309595c74d4fdb6,0,0,10,5,0,10,0,0,0,27:49.2,5e66be8e6f15e952fff7f426
5e66de137152a9a26e2cad17,1,1,3,1,1,3,1,2,2,23:47.6,5e66dcc47152a9a26e2cad14
5e679a7ecf42b30c2a2a92b0,0,0,0,0,5,5,0,0,0,47:43.0,5e679806cf42b30c2a2a92ab
5e679ad4cf42b30c2a2a92b2,0,10,0,10,15,0,0,0,0,49:08.4,5e67984fd7fac4629a2d3a50
5e679c3cd7fac4629a2d3a5f,2,0,0,3,8,4,0,0,0,55:08.2,5e6798e0d7fac4629a2d3a52
5e67b15d7f779368149a965a,0,0,0,0,0,0,0,1,2,25:17.2,5e67ada47f779368149a9652
5e67b15df90aea52eba48e12,0,0,0,0,0,0,0,1,2,25:17.2,5e67ada47f779368149a9652
5e67b4387f779368149a965d,0,0,1,10,0,2,1,0,0,37:28.1,5e67adc87f779368149a9653
5e67ddbbd8c74da9522a3967,0,0,0,0,0,2,0,2,2,34:35.6,5e67da8401cfd97a4a60f999
5e67ea6001cfd97a4a60f9a3,0,0,0,0,0,0,0,0,0,28:32.6,5e67e8ba01cfd97a4a60f99e
5e67eb0c01cfd97a4a60f9a6,0,0,0,0,0,0,0,0,0,31:24.8,5e67e97fd8c74da9522a396c
5e67f80ca5ec673284bf2fbb,0,0,2,0,0,2,0,0,2,26:52.6,5e67e77601cfd97a4a60f99d
5e68157da5ec673284bf2fc7,10,7,3,4,2,7,1,1,0,32:29.9,5e680f034cb6e4474b63ab4f
5e681c75a5ec673284bf2fd0,1,0,0,0,4,5,2,0,2,02:13.0,5e68175b4cb6e4474b63ab5d
5e6823d2a5ec673284bf2fd4,0,0,5,0,0,10,0,0,0,33:38.2,5e681fefa5ec673284bf2fd1
5e68353897370349abe9e4e9,0,0,0,0,0,0,0,0,0,47:52.8,5e68316945f62f90eca9b0ba
5e683ae845f62f90eca9b0c3,0,0,5,0,5,0,0,0,0,12:08.0,5e6836f197370349abe9e4eb
5e68425945f62f90eca9b0cc,10,5,0,5,0,5,0,10,0,43:53.7,5e683f2197370349abe9e4f3
5e684a8a97370349abe9e4fe,1,0,1,0,0,0,0,0,0,18:50.5,5e6847ac97370349abe9e4f7
5e684b3c45f62f90eca9b0df,0,0,0,0,0,0,0,0,0,21:48.6,5e68494497370349abe9e4fb
5e684ce097370349abe9e50d,0,0,5,5,0,5,0,0,5,28:48.6,5e684a7d45f62f90eca9b0d9
5e684e5645f62f90eca9b0e8,0,0,0,0,0,0,0,0,0,35:03.0,5e684c0297370349abe9e504
5e687e0797370349abe9e52e,5,5,1,5,2,5,5,2,5,58:31.7,5e687c8d45f62f90eca9b103
5e687ee145f62f90eca9b108,3,3,3,3,3,5,3,3,5,02:09.3,5e687c1f45f62f90eca9b102
5e688cfc45f62f90eca9b115,1,1,1,1,1,1,1,1,1,02:20.4,5e6886ca45f62f90eca9b10b
5e689b4a97370349abe9e559,0,0,0,0,0,0,0,0,0,03:22.9,5e68978e45f62f90eca9b11c
5e689cc897370349abe9e55c,4,0,7,4,6,7,0,0,7,09:44.8,5e68970d97370349abe9e54d
5e68aa3c45f62f90eca9b137,5,5,5,1,5,5,2,2,5,07:08.5,5e68a87145f62f90eca9b130
5e68c12797370349abe9e581,10,0,0,3,3,0,0,0,12,44:55.8,5e68bdd045f62f90eca9b145
5e68c23045f62f90eca9b14b,0,0,0,0,0,0,0,0,0,49:20.3,5e68bb6545f62f90eca9b13f
5e68cc0397370349abe9e589,0,0,0,0,0,0,0,0,0,31:15.5,5e68cb4597370349abe9e587
5e68ccfd45f62f90eca9b156,1,2,0,2,1,1,0,0,0,35:25.5,5e68cc0445f62f90eca9b152
5e68ccfd45f62f90eca9b157,1,2,0,2,1,1,0,0,0,35:25.6,5e68cc0445f62f90eca9b152
5e68ce2297370349abe9e58e,0,0,0,0,0,0,0,1,1,40:18.5,5e68ccb445f62f90eca9b154
5e68d3b997370349abe9e599,0,0,0,0,2,1,0,0,2,04:09.2,5e68cfdc97370349abe9e593
5e68d5ff45f62f90eca9b168,0,0,0,0,0,0,0,0,0,13:51.6,5e68d2ea45f62f90eca9b162
5e68dbce45f62f90eca9b170,0,0,1,1,0,1,0,0,0,38:38.2,5e68d7bf45f62f90eca9b169
5e68e4c145f62f90eca9b17c,0,0,0,0,0,5,0,0,0,16:49.4,5e68e06645f62f90eca9b176
5e68ed1297370349abe9e5c2,0,0,0,0,31,0,0,0,0,52:18.6,5e68ea5445f62f90eca9b17f
5e68edea97370349abe9e5c5,10,0,0,0,0,0,0,0,0,55:54.8,5e68ec7497370349abe9e5c0
5e68f07745f62f90eca9b188,5,0,5,0,5,5,0,5,5,06:47.6,5e68e8cc97370349abe9e5b6
5e6901cd45f62f90eca9b19a,10,0,0,10,0,15,0,0,0,20:46.0,5e69001f97370349abe9e5d6
5e6911b445f62f90eca9b1ae,5,5,5,3,5,1,5,3,3,28:36.4,5e690de245f62f90eca9b1a3
5e6912ab97370349abe9e5e2,5,0,5,0,5,5,0,0,5,32:43.9,5e690e5a97370349abe9e5de
5e69179d45f62f90eca9b1b7,0,0,0,0,0,5,5,5,5,53:49.2,5e6912b497370349abe9e5e3
5e6917ee97370349abe9e5f0,0,0,0,0,0,0,0,0,0,55:10.2,5e69140a97370349abe9e5e6
5e69595d0a4c4141ce2a442c,5,0,5,0,0,0,0,5,15,34:21.6,5e68611c45f62f90eca9b0f4
5e695e550a4c4141ce2a4434,5,0,2,0,5,3,0,0,5,55:33.3,5e6957767f3f6b78b44bd2ae
5e69611b0a4c4141ce2a4436,15,0,0,0,0,0,0,0,0,07:23.6,5e68386f45f62f90eca9b0be
5e6976b17f3f6b78b44bd2cc,0,0,0,0,15,15,0,0,0,39:29.6,5e6974d17f3f6b78b44bd2c7
5e697adf0a4c4141ce2a4447,0,0,0,0,0,0,0,5,5,57:19.9,5e6979c50a4c4141ce2a4444
5e69b8070f4ac1a30c21d5f0,0,0,0,0,0,0,0,0,0,18:15.1,5e69b09f0f4ac1a30c21d5eb
5e69bcf05b4cc647876e37f6,2,2,2,2,2,2,2,2,2,39:12.6,5e69b9d65b4cc647876e37f0
5e69c03b5b4cc647876e37fc,0,0,0,0,15,0,0,0,0,53:15.3,5e69bb4d5b4cc647876e37f2
5e69c3bf5b4cc647876e3805,3,0,0,0,4,2,0,0,0,08:15.3,5e69bedb0f4ac1a30c21d5fe
5e69d6af5b4cc647876e3825,0,0,0,0,0,0,0,0,10,29:03.9,5e69d1455b4cc647876e3811
5e69d7fe5b4cc647876e3829,0,0,30,0,0,0,0,0,0,34:38.1,5e69d22b5b4cc647876e3813
5e69e29d5b4cc647876e3834,5,0,8,4,4,0,7,0,7,19:57.1,5e69e08f5b4cc647876e3832
5e69e3b25b4cc647876e3835,0,0,0,20,15,0,0,0,0,24:34.3,5e69dfed0f4ac1a30c21d624
5e69feff5b4cc647876e3851,10,0,5,10,5,0,0,0,5,21:03.4,5e69fc105b4cc647876e3846
5e6a01560f4ac1a30c21d64f,0,0,0,0,0,0,0,0,0,31:02.4,5e69fc600f4ac1a30c21d63e
5e6a01e70f4ac1a30c21d651,2,0,0,0,0,0,0,5,5,33:27.4,5e69fe990f4ac1a30c21d645
5e6a03300f4ac1a30c21d652,0,0,0,0,0,0,0,0,0,38:56.1,5e69fc6c0f4ac1a30c21d63f
5e6a0a820f4ac1a30c21d658,0,0,0,0,1,0,0,0,1,10:10.9,5e6a04815b4cc647876e385a
5e6a0ffd0f4ac1a30c21d660,0,0,0,35,0,0,0,0,0,33:33.5,5e6a0b940f4ac1a30c21d659
5e6a1a060f4ac1a30c21d665,0,0,0,2,2,1,0,0,0,16:22.6,5e6a148e0f4ac1a30c21d661
5e6a310285479621744a0895,0,0,0,0,0,0,0,0,0,54:26.7,5e6a2e326e8059d110243a0d
5e6a3c406e8059d110243a14,0,5,3,2,5,0,5,7,8,42:24.3,5e6a3b7485479621744a089a
5e6a6db89669a5e668ccf7c4,0,0,0,0,0,0,0,0,10,13:28.3,5e6a69e624a351b3373d8094
5e6a6fe99669a5e668ccf7c8,5,5,5,5,5,5,0,0,5,22:49.1,5e6a6ec99669a5e668ccf7c6
5e6a793a24a351b3373d80a8,0,0,0,0,0,0,0,0,5,02:34.5,5e6a76d09669a5e668ccf7ce
5e6a7ced9669a5e668ccf7d8,1,1,1,1,4,4,2,0,1,18:21.3,5e6a75f424a351b3373d809f
5e6a81279669a5e668ccf7de,0,0,0,0,0,0,0,0,0,36:23.6,5e6a7e739669a5e668ccf7da
5e6a8c5924a351b3373d80bd,0,0,0,0,0,0,0,0,0,24:09.5,5e6a875824a351b3373d80b3
5e6a8c9624a351b3373d80c0,5,0,0,5,0,0,0,5,0,25:10.9,5e6a89df9669a5e668ccf7e9
5e6a8e0324a351b3373d80c4,0,0,0,0,0,0,0,0,0,31:15.7,5e6a8b4024a351b3373d80b8
5e6a9c449669a5e668ccf806,0,0,0,0,0,0,0,0,0,32:04.8,5e6a98329669a5e668ccf7fd
5e6a9d359669a5e668ccf80a,3,3,3,0,3,3,5,0,3,36:05.3,5e6a99c39669a5e668ccf7ff
5e6ab48a24a351b3373d80e3,2,1,1,2,2,0,0,0,0,15:38.4,5e6ab03024a351b3373d80df
5e6aba269669a5e668ccf828,0,0,0,0,0,0,0,0,0,39:34.0,5e6ab7489669a5e668ccf81e
5e6ad85924a351b3373d8103,0,0,0,0,0,0,0,0,0,48:25.6,5e6ad71f24a351b3373d80fc
5e6ad9d624a351b3373d8108,0,0,0,2,0,0,0,0,1,54:46.5,5e6ad81924a351b3373d8100
5e6ada2224a351b3373d810a,0,0,0,0,0,0,0,0,0,56:02.8,5e6ad7e424a351b3373d80fd
5e6ada4224a351b3373d810c,2,2,2,2,2,2,2,2,2,56:34.6,5e6ad6f524a351b3373d80fb
5e6adcb89669a5e668ccf854,10,0,0,0,10,15,0,0,0,07:05.0,5e6ad97e24a351b3373d8104
5e6aebeb9669a5e668ccf867,0,0,0,0,0,0,0,0,0,11:56.0,5e6ae81d9669a5e668ccf85e
5e6aec0c9669a5e668ccf869,5,0,0,0,5,0,0,0,0,12:28.0,5e6ae5a19669a5e668ccf85a
5e6afa359669a5e668ccf87b,0,0,0,0,0,0,0,0,0,12:53.1,5e6af6be24a351b3373d8122
5e6aff6c9669a5e668ccf883,1,1,1,1,2,1,1,1,1,35:08.4,5e6afec524a351b3373d8131
5e6affde24a351b3373d8137,0,0,0,0,0,5,0,0,0,37:02.9,5e6afb5d24a351b3373d812e
5e6b2e429669a5e668ccf89e,5,0,0,4,0,4,5,1,10,54:58.7,5e6b28d59669a5e668ccf892
5e6bb013e7fba54c8c42aab4,1,0,1,1,1,1,0,0,1,08:51.1,5e6bad49e7fba54c8c42aaa4
5e6bb0485f87134bc6854ddf,0,0,0,10,0,10,10,0,5,09:44.9,5e6baea45f87134bc6854dd2
5e6bb1385f87134bc6854dea,0,0,0,0,1,0,0,0,0,13:44.7,5e6bb0155f87134bc6854ddd
5e6bb1825f87134bc6854dec,0,0,0,0,0,0,0,0,0,14:58.0,5e6bae1be7fba54c8c42aaa8
5e6bb2745f87134bc6854df4,0,0,0,5,0,5,0,0,0,19:00.2,5e6bae475f87134bc6854dd0
5e6bb294e7fba54c8c42aaca,5,2,2,5,5,5,5,1,5,19:32.0,5e6badd65f87134bc6854dce
5e6bb5cae7fba54c8c42aadc,0,0,0,0,0,1,0,0,0,33:14.7,5e6bb344e7fba54c8c42aace
5e6bb5f9e7fba54c8c42aadf,0,0,0,0,0,0,0,0,0,34:01.7,5e6bb2505f87134bc6854df2
5e6bb815e7fba54c8c42aaed,1,0,0,0,0,1,0,0,4,43:01.9,5e6bb47d5f87134bc6854dfb
5e6bb91e5f87134bc6854e17,0,0,0,0,0,0,0,0,17,47:26.3,5e6bb2b65f87134bc6854df6
5e6bbae1e7fba54c8c42ab00,0,0,0,0,10,15,10,0,0,54:57.8,5e6bba1d5f87134bc6854e20
5e6bbbf05f87134bc6854e2e,5,0,5,5,0,5,0,0,0,59:28.0,5e6bb62ae7fba54c8c42aae2
5e6bbc37e7fba54c8c42ab0b,0,0,0,0,2,0,0,0,3,00:39.8,5e6bb5d25f87134bc6854e03
5e6bbf9de7fba54c8c42ab19,0,0,0,0,0,5,0,0,5,15:09.1,5e6bba82e7fba54c8c42aafb
5e6bc1675f87134bc6854e50,15,1,0,1,5,3,0,1,1,22:47.9,5e6bbf4d5f87134bc6854e3f
5e6bc4a65f87134bc6854e5d,10,0,10,0,0,5,0,0,10,36:38.4,5e6bc1ac5f87134bc6854e53
5e6bc5f5e7fba54c8c42ab39,0,0,5,5,0,5,1,0,1,42:13.5,5e6bc0cf5f87134bc6854e4b
5e6bc749e7fba54c8c42ab3e,0,0,0,0,5,0,10,0,2,47:53.3,5e6bc533e7fba54c8c42ab34
5e6bc9225f87134bc6854e71,0,0,0,5,0,0,0,0,0,55:46.6,5e6bc60de7fba54c8c42ab3a
5e6bcf38e7fba54c8c42ab58,0,0,0,0,0,0,0,0,0,21:44.2,5e6bcc7c5f87134bc6854e7d
5e6bcf8c5f87134bc6854e89,5,0,0,5,0,0,0,0,0,23:08.9,5e6bc9dd5f87134bc6854e75
5e6bd59d5f87134bc6854ea6,2,0,0,0,1,2,0,0,5,49:01.7,5e6bd2ef5f87134bc6854e92
5e6bd63f5f87134bc6854eaa,0,34,0,0,0,0,0,1,0,51:43.4,5e6bd41fe7fba54c8c42ab69
5e6bd6bfe7fba54c8c42ab79,29,0,0,0,5,0,0,0,0,53:51.0,5e6bd47a5f87134bc6854e9d
5e6bdcc3e7fba54c8c42ab8f,0,1,1,1,1,1,0,0,1,19:31.9,5e6bdb0e5f87134bc6854eb8
5e6bdd725f87134bc6854ebe,1,1,5,5,6,10,1,5,1,22:26.5,5e6bd8015f87134bc6854eb2
5e6bef18e7fba54c8c42abb9,0,0,0,0,0,0,0,0,0,37:44.2,5e6bebd1e7fba54c8c42abac
5e6befc2e7fba54c8c42abbb,0,0,5,5,0,0,0,0,0,40:35.0,5e6beda15f87134bc6854eeb
5e6bf20fe7fba54c8c42abc2,0,0,0,0,0,0,0,0,0,50:23.7,5e6bef34e7fba54c8c42abba
5e6bf48ee7fba54c8c42abc9,0,0,5,0,0,5,0,0,0,01:02.3,5e6bf17b5f87134bc6854efe
5e6bf68e5f87134bc6854f0e,0,0,0,0,5,5,0,0,5,09:34.2,5e6bed32e7fba54c8c42abaf
5e6bf6a95f87134bc6854f0f,0,5,0,10,10,0,0,0,10,10:01.3,5e6bf1a75f87134bc6854f00
5e6bfe8a5f87134bc6854f1b,0,0,0,0,0,0,35,0,0,43:38.5,5e6bf850e7fba54c8c42abd8
5e6c02ebe7fba54c8c42abf5,0,0,0,0,0,35,0,0,0,02:19.5,5e6c00bd5f87134bc6854f21
5e6c032de7fba54c8c42abf8,1,1,1,1,1,1,1,1,1,03:25.2,5e6bff66e7fba54c8c42abe8
5e6c0386e7fba54c8c42abfb,0,0,0,0,0,0,0,0,0,04:54.4,5e6bfd795f87134bc6854f15
5e6c039de7fba54c8c42abfc,0,0,20,0,10,0,0,0,0,05:17.0,5e6bfee55f87134bc6854f1d
5e6c0800e7fba54c8c42ac01,3,2,5,7,5,6,4,0,3,24:01.0,5e6c00dc5f87134bc6854f23
5e6c0d36e7fba54c8c42ac05,0,0,0,0,0,0,0,0,0,46:14.6,5e6c0b835f87134bc6854f43
5e6c117ae7fba54c8c42ac0e,0,0,0,0,10,0,0,0,0,04:26.0,5e6c0ea95f87134bc6854f49
5e6c2535e7fba54c8c42ac1c,0,0,0,0,0,0,0,1,0,28:37.2,5e6c21995f87134bc6854f51
5e6c2b3be7fba54c8c42ac22,0,0,0,0,0,0,0,0,0,54:19.7,5e6c2777e7fba54c8c42ac1e
5e6c3c3789d932a3467d10cd,0,0,0,0,0,0,0,0,0,06:47.9,5e6c38be89d932a3467d10c9
5e6c51c90edef8262ffc9a2e,8,0,0,0,9,8,0,0,0,38:49.6,5e6c4ce51b1ab957b9f0e81a
5e6c5b101b1ab957b9f0e824,5,0,5,0,5,5,5,5,5,18:25.0,5e6c5a631b1ab957b9f0e821
5e6c7c42e0274516a6f70f89,5,0,0,0,0,0,0,0,5,40:02.3,5e6c77871574cbb57f47bcae
5e6c870c1574cbb57f47bcba,20,10,0,0,0,0,0,5,0,26:04.0,5e6c84b21574cbb57f47bcb5
5e6cbd3e196741eb2ef4bc8a,0,0,0,0,0,0,0,0,0,17:18.1,5e6cbc07979ac06d6a875d02
5e6cc4f6979ac06d6a875d0b,1,1,1,1,1,1,1,1,1,50:14.0,5e6cc223979ac06d6a875d08
5e6cea49a59099fb80e7b441,0,0,0,5,0,5,0,0,5,29:29.9,5e6ce5c1edaf169ff3243e69
5e6d3644878130d7d979b3b0,18,2,0,5,1,1,1,5,2,53:40.4,5e6d354dc91d66cc55114028
5e6d36f7878130d7d979b3b2,5,0,0,0,0,0,0,0,0,56:39.4,5e6d32a6878130d7d979b3ac
5e6d3713c91d66cc55114031,0,0,0,0,0,0,0,0,35,57:07.5,5e6d35ac878130d7d979b3ae
5e6d3af1c91d66cc5511403f,5,0,0,0,5,0,0,0,0,13:37.4,5e6d375bc91d66cc55114032
5e6d3c57c91d66cc55114045,0,0,10,10,10,0,5,0,0,19:35.4,5e6d3be3878130d7d979b3c4
5e6d3e58878130d7d979b3ce,0,0,0,0,5,5,0,0,5,28:08.2,5e6d39e3c91d66cc5511403a
5e6d405bc91d66cc5511404d,1,3,3,5,5,5,3,2,5,36:43.2,5e6d3aaa878130d7d979b3be
5e6d4a5f878130d7d979b3e3,2,0,8,15,10,0,0,0,0,19:27.5,5e6d45a2878130d7d979b3db
5e6d4b26c91d66cc55114059,16,0,0,0,17,0,0,0,0,22:46.9,5e6d4719878130d7d979b3de
5e6d4e09878130d7d979b3e8,0,0,2,2,0,0,0,0,0,35:05.6,5e6d4a21878130d7d979b3e2
5e6d54b6878130d7d979b3f4,0,0,0,0,0,0,0,0,1,03:34.1,5e6d4fa3878130d7d979b3ec
5e6d5bd9878130d7d979b3fd,0,0,3,0,0,10,0,3,0,34:01.1,5e6d5717878130d7d979b3f6
5e6d5f01878130d7d979b403,2,0,7,7,7,0,3,0,5,47:29.5,5e6d5b54878130d7d979b3fa
5e6d6873c91d66cc55114079,3,0,3,3,3,3,0,0,0,27:47.4,5e6d648d878130d7d979b405
5e6d788f78f1e9809b6cc4b2,0,0,2,2,5,3,0,0,5,36:31.4,5e6d75b078f1e9809b6cc4aa
5e6d792b2d83860302215fe9,20,0,0,5,0,10,0,0,0,39:07.4,5e6d75b72d83860302215fe1
5e6d9460cadc6ed319c439b3,5,0,0,0,0,5,0,0,5,35:12.6,5e6d8ff2cadc6ed319c439ae
5e6dbaea8b97f3535be098f9,0,0,0,0,0,0,0,0,0,19:38.5,5e6db77d8b97f3535be098f6
5e6dfc98e33faab2ce9b2df0,0,0,2,0,0,2,0,0,2,59:52.6,5e6df67fef8c6a9eb1e6c4a9
5e6e354bb7d6cc19cd9de304,0,0,0,0,0,0,0,0,0,01:47.7,5e6e338494fc2cc99801cd73
5e6e795345570b9358e14f3e,0,0,0,0,0,0,0,0,0,52:03.2,5e6e791545570b9358e14f3b
5e700e059e949d0e7a0191a0,0,0,0,0,0,0,0,0,0,38:45.4,5e7008c076e558fd22a9897a
5e701be376e558fd22a98983,0,0,5,0,5,0,0,0,5,37:55.4,5e7018f99e949d0e7a0191a2
5e70322e6c6715ebb09d7f75,0,0,0,10,0,10,0,0,10,13:02.1,5e7030e16c6715ebb09d7f73
5e70f1ba955591d1d1a7194e,5,0,0,0,0,10,0,10,10,50:18.4,5e70f0b7955591d1d1a7194c
5e70f1ba7c24fd8bd0a06cfc,5,0,0,0,0,10,0,10,10,50:18.9,5e70f0b7955591d1d1a7194c
5e7171afb012ccdb060c459e,0,0,0,0,0,0,0,0,0,56:15.5,5e716e1d19cffa9016c99602
5e7204d09a33db639218b8f7,0,0,0,20,5,5,0,0,5,24:00.8,5e7200af9a33db639218b8f3
