_id,donation_a_pets,donation_b_art,donation_c_education,donation_d_environment,donation_e_health,donation_f_human,donation_g_international,donation_h_faith,donation_i_veteran,time,userId,isQV,
5e62cde36ffda4487364f75a,10,0,0,0,0,0,0,5,5,25:39.2,5e62c99c6ffda4487364f757,2,5e62c99c6ffda4487364f757
5e62d7fdef25df51135385bf,2,0,0,0,5,5,0,0,5,08:45.6,5e62d3746ffda4487364f760,1,5e62d3746ffda4487364f760
5e636716ab9c7a51ed5b57e6,3,1,10,15,2,2,0,0,2,19:18.7,5e6363eaab9c7a51ed5b57e2,1,5e6363eaab9c7a51ed5b57e2
5e63ffdbb7375d865ecb6e5f,0,0,0,0,0,0,0,0,0,11:07.8,5e63fde404f53cb40efd2cdb,2,5e63fde404f53cb40efd2cdb
5e6411fa789957f84988d13c,0,0,0,0,0,0,0,0,0,28:26.6,5e640f66ae7e33fbc93cdd0b,1,5e640f66ae7e33fbc93cdd0b
5e6412cb789957f84988d140,0,0,0,0,0,0,0,0,0,31:55.9,5e641122789957f84988d131,1,5e641122789957f84988d131
5e642cf764a3fd81b68688f9,0,0,0,0,0,15,0,0,10,23:35.6,5e642789227b657a749950e5,2,5e642789227b657a749950e5
5e64b313a178bbb7c3b63322,5,0,0,0,0,5,0,0,0,55:47.2,5e64adba54fc700d6d481f58,1,5e64adba54fc700d6d481f58
5e64b594a178bbb7c3b63325,0,0,0,0,0,0,0,0,0,06:28.5,5e64b02354fc700d6d481f59,1,5e64b02354fc700d6d481f59
5e65058f9472cb582b7b95d7,0,0,0,5,0,5,0,0,0,47:43.5,5e6501599472cb582b7b95d2,1,5e6501599472cb582b7b95d2
5e65363c5e86b96e9cad5933,0,0,10,0,20,5,0,0,0,15:24.8,5e65325e5e86b96e9cad5930,1,5e65325e5e86b96e9cad5930
5e653b59b07dd22d67cbf0fa,0,0,0,0,0,0,0,0,0,37:13.1,5e653707b07dd22d67cbf0f5,2,5e653707b07dd22d67cbf0f5
5e65486297615b6f9eb23709,0,0,0,0,0,0,0,0,0,32:50.2,5e65458097615b6f9eb23702,2,5e65458097615b6f9eb23702
5e6566a6d7a1ad88f0ff1987,0,0,0,35,0,0,0,0,0,41:58.9,5e65639b582f43ea63a7c621,2,5e65639b582f43ea63a7c621
5e657855d7a1ad88f0ff1997,0,0,2,2,2,3,2,0,3,57:26.0,5e65743dd7a1ad88f0ff1990,2,5e65743dd7a1ad88f0ff1990
5e65879efe502a94cd3068b2,0,0,0,0,0,0,0,0,0,02:38.6,5e658375fe502a94cd3068aa,1,5e658375fe502a94cd3068aa
5e658d29589199f402cad4dd,5,0,0,0,0,0,0,0,0,26:17.1,5e6588e6fe502a94cd3068b4,2,5e6588e6fe502a94cd3068b4
5e659555589199f402cad4e2,0,0,0,20,10,5,0,0,0,01:09.5,5e658f89589199f402cad4de,1,5e658f89589199f402cad4de
5e66401a4e03dda6b1aa3652,1,0,0,1,0,0,0,0,0,09:46.3,5e663c7f4e03dda6b1aa364d,1,5e663c7f4e03dda6b1aa364d
5e66468c4e03dda6b1aa365a,0,0,0,0,0,0,0,0,0,37:16.7,5e6643734e03dda6b1aa3654,2,5e6643734e03dda6b1aa3654
5e6650374e03dda6b1aa3666,0,0,0,0,0,0,0,0,0,18:31.7,5e664d92eaa71621a7de9996,2,5e664d92eaa71621a7de9996
5e665821eaa71621a7de99ab,0,0,0,0,0,0,0,0,0,52:17.2,5e66536aeaa71621a7de99a5,2,5e66536aeaa71621a7de99a5
5e666b5b675e2c44e37e78a5,10,0,0,15,0,0,0,0,0,14:19.6,5e666936675e2c44e37e78a2,1,5e666936675e2c44e37e78a2
5e66967a64d96d0f05e1fee5,0,0,0,5,5,5,5,0,0,18:18.5,5e66931f64d96d0f05e1fee1,2,5e66931f64d96d0f05e1fee1
5e679ad4cf42b30c2a2a92b2,0,10,0,10,15,0,0,0,0,49:08.4,5e67984fd7fac4629a2d3a50,1,5e67984fd7fac4629a2d3a50
5e679c3cd7fac4629a2d3a5f,2,0,0,3,8,4,0,0,0,55:08.2,5e6798e0d7fac4629a2d3a52,2,5e6798e0d7fac4629a2d3a52
5e67b15d7f779368149a965a,0,0,0,0,0,0,0,1,2,25:17.2,5e67ada47f779368149a9652,1,5e67ada47f779368149a9652
5e67b4387f779368149a965d,0,0,1,10,0,2,1,0,0,37:28.1,5e67adc87f779368149a9653,2,5e67adc87f779368149a9653
5e67ddbbd8c74da9522a3967,0,0,0,0,0,2,0,2,2,34:35.6,5e67da8401cfd97a4a60f999,1,5e67da8401cfd97a4a60f999
5e68157da5ec673284bf2fc7,10,7,3,4,2,7,1,1,0,32:29.9,5e680f034cb6e4474b63ab4f,1,5e680f034cb6e4474b63ab4f
5e6823d2a5ec673284bf2fd4,0,0,5,0,0,10,0,0,0,33:38.2,5e681fefa5ec673284bf2fd1,2,5e681fefa5ec673284bf2fd1
5e68353897370349abe9e4e9,0,0,0,0,0,0,0,0,0,47:52.8,5e68316945f62f90eca9b0ba,2,5e68316945f62f90eca9b0ba
5e683ae845f62f90eca9b0c3,0,0,5,0,5,0,0,0,0,12:08.0,5e6836f197370349abe9e4eb,1,5e6836f197370349abe9e4eb
5e69611b0a4c4141ce2a4436,15,0,0,0,0,0,0,0,0,07:23.6,5e68386f45f62f90eca9b0be,1,5e68386f45f62f90eca9b0be
5e68425945f62f90eca9b0cc,10,5,0,5,0,5,0,10,0,43:53.7,5e683f2197370349abe9e4f3,2,5e683f2197370349abe9e4f3
5e684a8a97370349abe9e4fe,1,0,1,0,0,0,0,0,0,18:50.5,5e6847ac97370349abe9e4f7,1,5e6847ac97370349abe9e4f7
5e684ce097370349abe9e50d,0,0,5,5,0,5,0,0,5,28:48.6,5e684a7d45f62f90eca9b0d9,2,5e684a7d45f62f90eca9b0d9
5e684e5645f62f90eca9b0e8,0,0,0,0,0,0,0,0,0,35:03.0,5e684c0297370349abe9e504,1,5e684c0297370349abe9e504
5e69595d0a4c4141ce2a442c,5,0,5,0,0,0,0,5,15,34:21.6,5e68611c45f62f90eca9b0f4,1,5e68611c45f62f90eca9b0f4
5e688cfc45f62f90eca9b115,1,1,1,1,1,1,1,1,1,02:20.4,5e6886ca45f62f90eca9b10b,2,5e6886ca45f62f90eca9b10b
5e689cc897370349abe9e55c,4,0,7,4,6,7,0,0,7,09:44.8,5e68970d97370349abe9e54d,1,5e68970d97370349abe9e54d
5e689b4a97370349abe9e559,0,0,0,0,0,0,0,0,0,03:22.9,5e68978e45f62f90eca9b11c,1,5e68978e45f62f90eca9b11c
5e68c12797370349abe9e581,10,0,0,3,3,0,0,0,12,44:55.8,5e68bdd045f62f90eca9b145,2,5e68bdd045f62f90eca9b145
5e68d3b997370349abe9e599,0,0,0,0,2,1,0,0,2,04:09.2,5e68cfdc97370349abe9e593,2,5e68cfdc97370349abe9e593
5e68dbce45f62f90eca9b170,0,0,1,1,0,1,0,0,0,38:38.2,5e68d7bf45f62f90eca9b169,1,5e68d7bf45f62f90eca9b169
5e68f07745f62f90eca9b188,5,0,5,0,5,5,0,5,5,06:47.6,5e68e8cc97370349abe9e5b6,2,5e68e8cc97370349abe9e5b6
5e69179d45f62f90eca9b1b7,0,0,0,0,0,5,5,5,5,53:49.2,5e6912b497370349abe9e5e3,2,5e6912b497370349abe9e5e3
5e6917ee97370349abe9e5f0,0,0,0,0,0,0,0,0,0,55:10.2,5e69140a97370349abe9e5e6,1,5e69140a97370349abe9e5e6
5e695e550a4c4141ce2a4434,5,0,2,0,5,3,0,0,5,55:33.3,5e6957767f3f6b78b44bd2ae,1,5e6957767f3f6b78b44bd2ae
5e6976b17f3f6b78b44bd2cc,0,0,0,0,15,15,0,0,0,39:29.6,5e6974d17f3f6b78b44bd2c7,1,5e6974d17f3f6b78b44bd2c7
5e69b8070f4ac1a30c21d5f0,0,0,0,0,0,0,0,0,0,18:15.1,5e69b09f0f4ac1a30c21d5eb,2,5e69b09f0f4ac1a30c21d5eb
5e69bcf05b4cc647876e37f6,2,2,2,2,2,2,2,2,2,39:12.6,5e69b9d65b4cc647876e37f0,2,5e69b9d65b4cc647876e37f0
5e69c3bf5b4cc647876e3805,3,0,0,0,4,2,0,0,0,08:15.3,5e69bedb0f4ac1a30c21d5fe,2,5e69bedb0f4ac1a30c21d5fe
5e69d7fe5b4cc647876e3829,0,0,30,0,0,0,0,0,0,34:38.1,5e69d22b5b4cc647876e3813,1,5e69d22b5b4cc647876e3813
5e6a01560f4ac1a30c21d64f,0,0,0,0,0,0,0,0,0,31:02.4,5e69fc600f4ac1a30c21d63e,2,5e69fc600f4ac1a30c21d63e
5e6a0a820f4ac1a30c21d658,0,0,0,0,1,0,0,0,1,10:10.9,5e6a04815b4cc647876e385a,2,5e6a04815b4cc647876e385a
5e6a1a060f4ac1a30c21d665,0,0,0,2,2,1,0,0,0,16:22.6,5e6a148e0f4ac1a30c21d661,2,5e6a148e0f4ac1a30c21d661
5e6a310285479621744a0895,0,0,0,0,0,0,0,0,0,54:26.7,5e6a2e326e8059d110243a0d,1,5e6a2e326e8059d110243a0d
5e6a7ced9669a5e668ccf7d8,1,1,1,1,4,4,2,0,1,18:21.3,5e6a75f424a351b3373d809f,2,5e6a75f424a351b3373d809f
5e6a81279669a5e668ccf7de,0,0,0,0,0,0,0,0,0,36:23.6,5e6a7e739669a5e668ccf7da,2,5e6a7e739669a5e668ccf7da
5e6a8c9624a351b3373d80c0,5,0,0,5,0,0,0,5,0,25:10.9,5e6a89df9669a5e668ccf7e9,2,5e6a89df9669a5e668ccf7e9
5e6a8e0324a351b3373d80c4,0,0,0,0,0,0,0,0,0,31:15.7,5e6a8b4024a351b3373d80b8,2,5e6a8b4024a351b3373d80b8
5e6a9c449669a5e668ccf806,0,0,0,0,0,0,0,0,0,32:04.8,5e6a98329669a5e668ccf7fd,1,5e6a98329669a5e668ccf7fd
5e6aba269669a5e668ccf828,0,0,0,0,0,0,0,0,0,39:34.0,5e6ab7489669a5e668ccf81e,1,5e6ab7489669a5e668ccf81e
5e6ada4224a351b3373d810c,2,2,2,2,2,2,2,2,2,56:34.6,5e6ad6f524a351b3373d80fb,2,5e6ad6f524a351b3373d80fb
5e6aebeb9669a5e668ccf867,0,0,0,0,0,0,0,0,0,11:56.0,5e6ae81d9669a5e668ccf85e,1,5e6ae81d9669a5e668ccf85e
5e6afa359669a5e668ccf87b,0,0,0,0,0,0,0,0,0,12:53.1,5e6af6be24a351b3373d8122,1,5e6af6be24a351b3373d8122
5e6affde24a351b3373d8137,0,0,0,0,0,5,0,0,0,37:02.9,5e6afb5d24a351b3373d812e,1,5e6afb5d24a351b3373d812e
5e6bb294e7fba54c8c42aaca,5,2,2,5,5,5,5,1,5,19:32.0,5e6badd65f87134bc6854dce,1,5e6badd65f87134bc6854dce
5e6bb1825f87134bc6854dec,0,0,0,0,0,0,0,0,0,14:58.0,5e6bae1be7fba54c8c42aaa8,2,5e6bae1be7fba54c8c42aaa8
5e6bb2745f87134bc6854df4,0,0,0,5,0,5,0,0,0,19:00.2,5e6bae475f87134bc6854dd0,2,5e6bae475f87134bc6854dd0
5e6bb5cae7fba54c8c42aadc,0,0,0,0,0,1,0,0,0,33:14.7,5e6bb344e7fba54c8c42aace,2,5e6bb344e7fba54c8c42aace
5e6bb815e7fba54c8c42aaed,1,0,0,0,0,1,0,0,4,43:01.9,5e6bb47d5f87134bc6854dfb,1,5e6bb47d5f87134bc6854dfb
5e6bbbf05f87134bc6854e2e,5,0,5,5,0,5,0,0,0,59:28.0,5e6bb62ae7fba54c8c42aae2,2,5e6bb62ae7fba54c8c42aae2
5e6bbf9de7fba54c8c42ab19,0,0,0,0,0,5,0,0,5,15:09.1,5e6bba82e7fba54c8c42aafb,1,5e6bba82e7fba54c8c42aafb
5e6bc1675f87134bc6854e50,15,1,0,1,5,3,0,1,1,22:47.9,5e6bbf4d5f87134bc6854e3f,2,5e6bbf4d5f87134bc6854e3f
5e6bc5f5e7fba54c8c42ab39,0,0,5,5,0,5,1,0,1,42:13.5,5e6bc0cf5f87134bc6854e4b,1,5e6bc0cf5f87134bc6854e4b
5e6bcf38e7fba54c8c42ab58,0,0,0,0,0,0,0,0,0,21:44.2,5e6bcc7c5f87134bc6854e7d,2,5e6bcc7c5f87134bc6854e7d
5e6bd6bfe7fba54c8c42ab79,29,0,0,0,5,0,0,0,0,53:51.0,5e6bd47a5f87134bc6854e9d,2,5e6bd47a5f87134bc6854e9d
5e6bdd725f87134bc6854ebe,1,1,5,5,6,10,1,5,1,22:26.5,5e6bd8015f87134bc6854eb2,1,5e6bd8015f87134bc6854eb2
5e6bef18e7fba54c8c42abb9,0,0,0,0,0,0,0,0,0,37:44.2,5e6bebd1e7fba54c8c42abac,1,5e6bebd1e7fba54c8c42abac
5e6bf68e5f87134bc6854f0e,0,0,0,0,5,5,0,0,5,09:34.2,5e6bed32e7fba54c8c42abaf,1,5e6bed32e7fba54c8c42abaf
5e6befc2e7fba54c8c42abbb,0,0,5,5,0,0,0,0,0,40:35.0,5e6beda15f87134bc6854eeb,2,5e6beda15f87134bc6854eeb
5e6bf48ee7fba54c8c42abc9,0,0,5,0,0,5,0,0,0,01:02.3,5e6bf17b5f87134bc6854efe,1,5e6bf17b5f87134bc6854efe
5e6bf6a95f87134bc6854f0f,0,5,0,10,10,0,0,0,10,10:01.3,5e6bf1a75f87134bc6854f00,2,5e6bf1a75f87134bc6854f00
5e6c0386e7fba54c8c42abfb,0,0,0,0,0,0,0,0,0,04:54.4,5e6bfd795f87134bc6854f15,1,5e6bfd795f87134bc6854f15
5e6c0800e7fba54c8c42ac01,3,2,5,7,5,6,4,0,3,24:01.0,5e6c00dc5f87134bc6854f23,2,5e6c00dc5f87134bc6854f23
5e6c0d36e7fba54c8c42ac05,0,0,0,0,0,0,0,0,0,46:14.6,5e6c0b835f87134bc6854f43,1,5e6c0b835f87134bc6854f43
5e6c2b3be7fba54c8c42ac22,0,0,0,0,0,0,0,0,0,54:19.7,5e6c2777e7fba54c8c42ac1e,2,5e6c2777e7fba54c8c42ac1e
5e6c3c3789d932a3467d10cd,0,0,0,0,0,0,0,0,0,06:47.9,5e6c38be89d932a3467d10c9,1,5e6c38be89d932a3467d10c9
5e6c51c90edef8262ffc9a2e,8,0,0,0,9,8,0,0,0,38:49.6,5e6c4ce51b1ab957b9f0e81a,1,5e6c4ce51b1ab957b9f0e81a
5e6c7c42e0274516a6f70f89,5,0,0,0,0,0,0,0,5,40:02.3,5e6c77871574cbb57f47bcae,1,5e6c77871574cbb57f47bcae
5e6cea49a59099fb80e7b441,0,0,0,5,0,5,0,0,5,29:29.9,5e6ce5c1edaf169ff3243e69,2,5e6ce5c1edaf169ff3243e69
5e6d36f7878130d7d979b3b2,5,0,0,0,0,0,0,0,0,56:39.4,5e6d32a6878130d7d979b3ac,2,5e6d32a6878130d7d979b3ac
5e6d3af1c91d66cc5511403f,5,0,0,0,5,0,0,0,0,13:37.4,5e6d375bc91d66cc55114032,1,5e6d375bc91d66cc55114032
5e6d3e58878130d7d979b3ce,0,0,0,0,5,5,0,0,5,28:08.2,5e6d39e3c91d66cc5511403a,1,5e6d39e3c91d66cc5511403a
5e6d4a5f878130d7d979b3e3,2,0,8,15,10,0,0,0,0,19:27.5,5e6d45a2878130d7d979b3db,1,5e6d45a2878130d7d979b3db
5e6d4e09878130d7d979b3e8,0,0,2,2,0,0,0,0,0,35:05.6,5e6d4a21878130d7d979b3e2,1,5e6d4a21878130d7d979b3e2
5e6d54b6878130d7d979b3f4,0,0,0,0,0,0,0,0,1,03:34.1,5e6d4fa3878130d7d979b3ec,2,5e6d4fa3878130d7d979b3ec
5e6d5bd9878130d7d979b3fd,0,0,3,0,0,10,0,3,0,34:01.1,5e6d5717878130d7d979b3f6,2,5e6d5717878130d7d979b3f6
5e6d6873c91d66cc55114079,3,0,3,3,3,3,0,0,0,27:47.4,5e6d648d878130d7d979b405,1,5e6d648d878130d7d979b405
5e6d792b2d83860302215fe9,20,0,0,5,0,10,0,0,0,39:07.4,5e6d75b72d83860302215fe1,2,5e6d75b72d83860302215fe1
5e6d9460cadc6ed319c439b3,5,0,0,0,0,5,0,0,5,35:12.6,5e6d8ff2cadc6ed319c439ae,2,5e6d8ff2cadc6ed319c439ae
5e6dbaea8b97f3535be098f9,0,0,0,0,0,0,0,0,0,19:38.5,5e6db77d8b97f3535be098f6,1,5e6db77d8b97f3535be098f6
5e6dfc98e33faab2ce9b2df0,0,0,2,0,0,2,0,0,2,59:52.6,5e6df67fef8c6a9eb1e6c4a9,2,5e6df67fef8c6a9eb1e6c4a9
5e6e354bb7d6cc19cd9de304,0,0,0,0,0,0,0,0,0,01:47.7,5e6e338494fc2cc99801cd73,1,5e6e338494fc2cc99801cd73
5e701be376e558fd22a98983,0,0,5,0,5,0,0,0,5,37:55.4,5e7018f99e949d0e7a0191a2,1,5e7018f99e949d0e7a0191a2
5e7204d09a33db639218b8f7,0,0,0,20,5,5,0,0,5,24:00.8,5e7200af9a33db639218b8f3,1,5e7200af9a33db639218b8f3
